user_id,signup_date,channel,act_timestamp,act_type,Diff,members_activation
26862,2019-07-05,PPC,2019-07-23,Select_Category,18.0,Not-Activated
69311,2019-07-10,ORGANIC,2019-07-23,Add_Flavour,13.0,Not-Activated
69311,2019-07-10,ORGANIC,2019-07-23,Select_Category,13.0,Not-Activated
13398,2019-07-21,EMAIL,2019-08-03,Add_Flavour,13.0,Not-Activated
13398,2019-07-21,EMAIL,2019-08-03,Select_Category,13.0,Not-Activated
41646,2019-07-20,PPC,2019-07-21,Add_Flavour,1.0,Not-Activated
41646,2019-07-20,PPC,2019-07-29,Select_Category,9.0,Not-Activated
86315,2019-07-08,PPC,2019-07-13,Add_Flavour,5.0,Not-Activated
86315,2019-07-08,PPC,2019-07-23,Select_Category,15.0,Not-Activated
8995,2019-07-23,ORGANIC,2019-07-25,Add_Flavour,2.0,Not-Activated
8995,2019-07-23,ORGANIC,2019-08-10,Select_Category,18.0,Not-Activated
20905,2019-07-13,PPC,2019-07-27,Add_Flavour,14.0,Not-Activated
20905,2019-07-13,PPC,2019-08-01,Select_Category,19.0,Not-Activated
55524,2019-07-08,PPC,2019-07-18,Add_Flavour,10.0,Not-Activated
55524,2019-07-08,PPC,2019-07-19,Select_Category,11.0,Not-Activated
66691,2019-07-09,ORGANIC,2019-07-15,Add_Flavour,6.0,Not-Activated
66691,2019-07-09,ORGANIC,2019-07-28,Select_Category,19.0,Not-Activated
52553,2019-07-09,ORGANIC,2019-07-26,Add_Flavour,17.0,Not-Activated
52553,2019-07-09,ORGANIC,2019-07-28,Select_Category,19.0,Not-Activated
3554,2019-07-27,PPC,2019-08-06,Add_Flavour,10.0,Not-Activated
3554,2019-07-27,PPC,2019-08-09,Select_Category,13.0,Not-Activated
18111,2019-07-02,ORGANIC,2019-07-06,Add_Flavour,4.0,Not-Activated
18111,2019-07-02,ORGANIC,2019-07-06,Select_Category,4.0,Not-Activated
50592,2019-07-02,EMAIL,2019-07-12,Add_Flavour,10.0,Not-Activated
50592,2019-07-02,EMAIL,2019-07-14,Select_Category,12.0,Not-Activated
32663,2019-07-18,PPC,2019-07-26,Add_Flavour,8.0,Not-Activated
32663,2019-07-18,PPC,2019-08-06,Select_Category,19.0,Not-Activated
69885,2019-07-02,ORGANIC,2019-07-03,Add_Flavour,1.0,Not-Activated
69885,2019-07-02,ORGANIC,2019-07-13,Select_Category,11.0,Not-Activated
75319,2019-07-04,ORGANIC,2019-07-16,Add_Flavour,12.0,Not-Activated
75319,2019-07-04,ORGANIC,2019-07-22,Select_Category,18.0,Not-Activated
7903,2019-07-09,ORGANIC,2019-07-12,Add_Flavour,3.0,Not-Activated
7903,2019-07-09,ORGANIC,2019-07-26,Select_Category,17.0,Not-Activated
27141,2019-07-09,ORGANIC,2019-07-12,Add_Flavour,3.0,Not-Activated
27141,2019-07-09,ORGANIC,2019-07-26,Select_Category,17.0,Not-Activated
74475,2019-07-10,ORGANIC,2019-07-17,Add_Flavour,7.0,Activated
74475,2019-07-10,ORGANIC,2019-07-21,Select_Category,11.0,Not-Activated
75699,2019-07-07,ORGANIC,2019-07-09,Add_Flavour,2.0,Not-Activated
75699,2019-07-07,ORGANIC,2019-07-13,Select_Category,6.0,Not-Activated
29910,2019-07-14,ORGANIC,2019-07-21,Add_Flavour,7.0,Activated
29910,2019-07-14,ORGANIC,2019-07-28,Select_Category,14.0,Not-Activated
5053,2019-07-23,ORGANIC,2019-08-09,Add_Flavour,17.0,Not-Activated
5053,2019-07-23,ORGANIC,2019-08-09,Select_Category,17.0,Not-Activated
97150,2019-07-08,PPC,2019-07-12,Add_Flavour,4.0,Not-Activated
97150,2019-07-08,PPC,2019-07-23,Select_Category,15.0,Not-Activated
3762,2019-07-09,ORGANIC,2019-07-14,Add_Flavour,5.0,Not-Activated
3762,2019-07-09,ORGANIC,2019-07-23,Select_Category,14.0,Not-Activated
2153,2019-07-12,PPC,2019-07-25,Add_Flavour,13.0,Not-Activated
2153,2019-07-12,PPC,2019-07-25,Select_Category,13.0,Not-Activated
13349,2019-07-04,EMAIL,2019-07-23,Add_Flavour,19.0,Not-Activated
13349,2019-07-04,EMAIL,2019-07-23,Select_Category,19.0,Not-Activated
39572,2019-07-27,ORGANIC,2019-07-31,Add_Flavour,4.0,Not-Activated
39572,2019-07-27,ORGANIC,2019-08-05,Select_Category,9.0,Not-Activated
80550,2019-07-13,ORGANIC,2019-07-27,Add_Flavour,14.0,Not-Activated
80550,2019-07-13,ORGANIC,2019-08-01,Select_Category,19.0,Not-Activated
32358,2019-07-08,EMAIL,2019-07-14,Add_Flavour,6.0,Not-Activated
32358,2019-07-08,EMAIL,2019-07-14,Select_Category,6.0,Not-Activated
27906,2019-07-17,PPC,2019-08-05,Add_Flavour,19.0,Not-Activated
27906,2019-07-17,PPC,2019-08-05,Select_Category,19.0,Not-Activated
72188,2019-07-03,ORGANIC,2019-07-13,Add_Flavour,10.0,Not-Activated
72188,2019-07-03,ORGANIC,2019-07-22,Select_Category,19.0,Not-Activated
84982,2019-07-08,PPC,2019-07-27,Add_Flavour,19.0,Not-Activated
84982,2019-07-08,PPC,2019-07-27,Select_Category,19.0,Not-Activated
8594,2019-07-20,PPC,2019-08-08,Add_Flavour,19.0,Not-Activated
8594,2019-07-20,PPC,2019-08-08,Select_Category,19.0,Not-Activated
40060,2019-07-03,ORGANIC,2019-07-07,Add_Flavour,4.0,Not-Activated
40060,2019-07-03,ORGANIC,2019-07-11,Select_Category,8.0,Not-Activated
87521,2019-07-12,PPC,2019-07-18,Add_Flavour,6.0,Not-Activated
87521,2019-07-12,PPC,2019-07-28,Select_Category,16.0,Not-Activated
76875,2019-07-20,EMAIL,2019-07-23,Add_Flavour,3.0,Not-Activated
76875,2019-07-20,EMAIL,2019-07-26,Select_Category,6.0,Not-Activated
49154,2019-07-05,ORGANIC,2019-07-10,Add_Flavour,5.0,Not-Activated
49154,2019-07-05,ORGANIC,2019-07-10,Select_Category,5.0,Not-Activated
61901,2019-07-21,ORGANIC,2019-07-29,Add_Flavour,8.0,Not-Activated
61901,2019-07-21,ORGANIC,2019-08-02,Select_Category,12.0,Not-Activated
65764,2019-07-27,PPC,2019-08-02,Add_Flavour,6.0,Not-Activated
65764,2019-07-27,PPC,2019-08-14,Select_Category,18.0,Not-Activated
86076,2019-07-26,PPC,2019-08-02,Add_Flavour,7.0,Activated
86076,2019-07-26,PPC,2019-08-14,Select_Category,19.0,Not-Activated
79878,2019-07-22,ORGANIC,2019-08-10,Add_Flavour,19.0,Not-Activated
79878,2019-07-22,ORGANIC,2019-08-10,Select_Category,19.0,Not-Activated
33761,2019-07-25,EMAIL,2019-08-10,Add_Flavour,16.0,Not-Activated
33761,2019-07-25,EMAIL,2019-08-10,Select_Category,16.0,Not-Activated
29639,2019-07-20,PPC,2019-07-24,Add_Flavour,4.0,Not-Activated
29639,2019-07-20,PPC,2019-07-31,Select_Category,11.0,Not-Activated
58719,2019-07-27,ORGANIC,2019-08-10,Add_Flavour,14.0,Not-Activated
58719,2019-07-27,ORGANIC,2019-08-11,Select_Category,15.0,Not-Activated
27124,2019-07-04,PPC,2019-07-15,Add_Flavour,11.0,Not-Activated
27124,2019-07-04,PPC,2019-07-16,Select_Category,12.0,Not-Activated
48898,2019-07-22,EMAIL,2019-08-07,Add_Flavour,16.0,Not-Activated
48898,2019-07-22,EMAIL,2019-08-09,Select_Category,18.0,Not-Activated
61712,2019-07-25,ORGANIC,2019-07-28,Add_Flavour,3.0,Not-Activated
61712,2019-07-25,ORGANIC,2019-08-06,Select_Category,12.0,Not-Activated
51538,2019-07-13,ORGANIC,2019-07-20,Add_Flavour,7.0,Activated
51538,2019-07-13,ORGANIC,2019-07-29,Select_Category,16.0,Not-Activated
33052,2019-07-23,EMAIL,2019-08-03,Add_Flavour,11.0,Not-Activated
33052,2019-07-23,EMAIL,2019-08-04,Select_Category,12.0,Not-Activated
71432,2019-07-25,PPC,2019-08-09,Add_Flavour,15.0,Not-Activated
71432,2019-07-25,PPC,2019-08-10,Select_Category,16.0,Not-Activated
37261,2019-07-16,ORGANIC,2019-07-31,Add_Flavour,15.0,Not-Activated
37261,2019-07-16,ORGANIC,2019-08-04,Select_Category,19.0,Not-Activated
81829,2019-07-14,ORGANIC,2019-07-17,Add_Flavour,3.0,Not-Activated
81829,2019-07-14,ORGANIC,2019-07-19,Select_Category,5.0,Not-Activated
44979,2019-07-18,EMAIL,2019-08-06,Add_Flavour,19.0,Not-Activated
44979,2019-07-18,EMAIL,2019-08-06,Select_Category,19.0,Not-Activated
23884,2019-07-10,EMAIL,2019-07-26,Add_Flavour,16.0,Not-Activated
23884,2019-07-10,EMAIL,2019-07-26,Select_Category,16.0,Not-Activated
82685,2019-07-24,ORGANIC,2019-07-30,Add_Flavour,6.0,Not-Activated
82685,2019-07-24,ORGANIC,2019-08-08,Select_Category,15.0,Not-Activated
59155,2019-07-09,ORGANIC,2019-07-17,Add_Flavour,8.0,Not-Activated
59155,2019-07-09,ORGANIC,2019-07-21,Select_Category,12.0,Not-Activated
26600,2019-07-11,PPC,2019-07-20,Add_Flavour,9.0,Not-Activated
26600,2019-07-11,PPC,2019-07-30,Select_Category,19.0,Not-Activated
41936,2019-07-15,ORGANIC,2019-07-20,Add_Flavour,5.0,Not-Activated
41936,2019-07-15,ORGANIC,2019-07-25,Select_Category,10.0,Not-Activated
24401,2019-07-07,EMAIL,2019-07-13,Add_Flavour,6.0,Not-Activated
24401,2019-07-07,EMAIL,2019-07-13,Select_Category,6.0,Not-Activated
38709,2019-07-11,PPC,2019-07-12,Add_Flavour,1.0,Not-Activated
38709,2019-07-11,PPC,2019-07-25,Select_Category,14.0,Not-Activated
90780,2019-07-16,PPC,2019-07-30,Add_Flavour,14.0,Not-Activated
90780,2019-07-16,PPC,2019-08-03,Select_Category,18.0,Not-Activated
6240,2019-07-24,ORGANIC,2019-07-30,Add_Flavour,6.0,Not-Activated
6240,2019-07-24,ORGANIC,2019-07-30,Select_Category,6.0,Not-Activated
68119,2019-07-07,PPC,2019-07-12,Add_Flavour,5.0,Not-Activated
68119,2019-07-07,PPC,2019-07-12,Select_Category,5.0,Not-Activated
14132,2019-07-06,PPC,2019-07-10,Add_Flavour,4.0,Not-Activated
14132,2019-07-06,PPC,2019-07-21,Select_Category,15.0,Not-Activated
93383,2019-07-26,PPC,2019-07-26,Add_Flavour,0.0,Not-Activated
93383,2019-07-26,PPC,2019-08-11,Select_Category,16.0,Not-Activated
66955,2019-07-02,PPC,2019-07-18,Add_Flavour,16.0,Not-Activated
66955,2019-07-02,PPC,2019-07-19,Select_Category,17.0,Not-Activated
39480,2019-07-24,PPC,2019-08-02,Add_Flavour,9.0,Not-Activated
39480,2019-07-24,PPC,2019-08-08,Select_Category,15.0,Not-Activated
49836,2019-07-26,ORGANIC,2019-08-11,Add_Flavour,16.0,Not-Activated
49836,2019-07-26,ORGANIC,2019-08-14,Select_Category,19.0,Not-Activated
29716,2019-07-05,ORGANIC,2019-07-11,Add_Flavour,6.0,Not-Activated
29716,2019-07-05,ORGANIC,2019-07-23,Select_Category,18.0,Not-Activated
50151,2019-07-16,ORGANIC,2019-07-30,Add_Flavour,14.0,Not-Activated
50151,2019-07-16,ORGANIC,2019-08-04,Select_Category,19.0,Not-Activated
14160,2019-07-17,ORGANIC,2019-07-21,Add_Flavour,4.0,Not-Activated
14160,2019-07-17,ORGANIC,2019-07-26,Select_Category,9.0,Not-Activated
85836,2019-07-02,ORGANIC,2019-07-03,Add_Flavour,1.0,Not-Activated
85836,2019-07-02,ORGANIC,2019-07-19,Select_Category,17.0,Not-Activated
41792,2019-07-02,ORGANIC,2019-07-05,Add_Flavour,3.0,Not-Activated
41792,2019-07-02,ORGANIC,2019-07-11,Select_Category,9.0,Not-Activated
54578,2019-07-24,PPC,2019-08-01,Add_Flavour,8.0,Not-Activated
54578,2019-07-24,PPC,2019-08-02,Select_Category,9.0,Not-Activated
16245,2019-07-20,ORGANIC,2019-07-22,Add_Flavour,2.0,Not-Activated
16245,2019-07-20,ORGANIC,2019-08-07,Select_Category,18.0,Not-Activated
58430,2019-07-10,PPC,2019-07-22,Add_Flavour,12.0,Not-Activated
58430,2019-07-10,PPC,2019-07-24,Select_Category,14.0,Not-Activated
79933,2019-07-05,ORGANIC,2019-07-17,Add_Flavour,12.0,Not-Activated
79933,2019-07-05,ORGANIC,2019-07-18,Select_Category,13.0,Not-Activated
98418,2019-07-02,ORGANIC,2019-07-14,Add_Flavour,12.0,Not-Activated
98418,2019-07-02,ORGANIC,2019-07-15,Select_Category,13.0,Not-Activated
9241,2019-07-13,PPC,2019-08-01,Add_Flavour,19.0,Not-Activated
9241,2019-07-13,PPC,2019-08-01,Select_Category,19.0,Not-Activated
25373,2019-07-09,ORGANIC,2019-07-25,Add_Flavour,16.0,Not-Activated
25373,2019-07-09,ORGANIC,2019-07-27,Select_Category,18.0,Not-Activated
38795,2019-07-02,ORGANIC,2019-07-09,Add_Flavour,7.0,Activated
38795,2019-07-02,ORGANIC,2019-07-20,Select_Category,18.0,Not-Activated
44350,2019-07-07,PPC,2019-07-11,Add_Flavour,4.0,Not-Activated
44350,2019-07-07,PPC,2019-07-23,Select_Category,16.0,Not-Activated
30627,2019-07-07,PPC,2019-07-11,Add_Flavour,4.0,Not-Activated
30627,2019-07-07,PPC,2019-07-15,Select_Category,8.0,Not-Activated
86717,2019-07-19,PPC,2019-07-23,Add_Flavour,4.0,Not-Activated
86717,2019-07-19,PPC,2019-08-04,Select_Category,16.0,Not-Activated
1068,2019-07-03,ORGANIC,2019-07-04,Add_Flavour,1.0,Not-Activated
1068,2019-07-03,ORGANIC,2019-07-07,Select_Category,4.0,Not-Activated
45084,2019-07-24,PPC,2019-08-01,Add_Flavour,8.0,Not-Activated
45084,2019-07-24,PPC,2019-08-03,Select_Category,10.0,Not-Activated
84343,2019-07-14,EMAIL,2019-07-24,Add_Flavour,10.0,Not-Activated
84343,2019-07-14,EMAIL,2019-07-31,Select_Category,17.0,Not-Activated
70139,2019-07-10,ORGANIC,2019-07-21,Add_Flavour,11.0,Not-Activated
70139,2019-07-10,ORGANIC,2019-07-26,Select_Category,16.0,Not-Activated
13596,2019-07-03,ORGANIC,2019-07-19,Add_Flavour,16.0,Not-Activated
13596,2019-07-03,ORGANIC,2019-07-21,Select_Category,18.0,Not-Activated
91073,2019-07-16,ORGANIC,2019-07-31,Add_Flavour,15.0,Not-Activated
91073,2019-07-16,ORGANIC,2019-08-01,Select_Category,16.0,Not-Activated
74010,2019-07-06,ORGANIC,2019-07-06,Add_Flavour,0.0,Not-Activated
74010,2019-07-06,ORGANIC,2019-07-19,Select_Category,13.0,Not-Activated
1415,2019-07-04,PPC,2019-07-22,Add_Flavour,18.0,Not-Activated
1415,2019-07-04,PPC,2019-07-23,Select_Category,19.0,Not-Activated
18370,2019-07-08,ORGANIC,2019-07-12,Add_Flavour,4.0,Not-Activated
18370,2019-07-08,ORGANIC,2019-07-13,Select_Category,5.0,Not-Activated
10578,2019-07-04,ORGANIC,2019-07-20,Add_Flavour,16.0,Not-Activated
10578,2019-07-04,ORGANIC,2019-07-21,Select_Category,17.0,Not-Activated
4206,2019-07-07,PPC,2019-07-08,Add_Flavour,1.0,Not-Activated
4206,2019-07-07,PPC,2019-07-16,Select_Category,9.0,Not-Activated
46981,2019-07-19,ORGANIC,2019-07-26,Add_Flavour,7.0,Activated
46981,2019-07-19,ORGANIC,2019-08-05,Select_Category,17.0,Not-Activated
29537,2019-07-21,ORGANIC,2019-08-04,Add_Flavour,14.0,Not-Activated
29537,2019-07-21,ORGANIC,2019-08-08,Select_Category,18.0,Not-Activated
75976,2019-07-18,ORGANIC,2019-07-26,Add_Flavour,8.0,Not-Activated
75976,2019-07-18,ORGANIC,2019-07-27,Select_Category,9.0,Not-Activated
3832,2019-07-08,PPC,2019-07-24,Add_Flavour,16.0,Not-Activated
3832,2019-07-08,PPC,2019-07-25,Select_Category,17.0,Not-Activated
64538,2019-07-07,EMAIL,2019-07-19,Add_Flavour,12.0,Not-Activated
64538,2019-07-07,EMAIL,2019-07-22,Select_Category,15.0,Not-Activated
45392,2019-07-02,ORGANIC,2019-07-03,Add_Flavour,1.0,Not-Activated
45392,2019-07-02,ORGANIC,2019-07-15,Select_Category,13.0,Not-Activated
97105,2019-07-02,PPC,2019-07-07,Add_Flavour,5.0,Not-Activated
97105,2019-07-02,PPC,2019-07-18,Select_Category,16.0,Not-Activated
94984,2019-07-12,ORGANIC,2019-07-15,Add_Flavour,3.0,Not-Activated
94984,2019-07-12,ORGANIC,2019-07-21,Select_Category,9.0,Not-Activated
14798,2019-07-15,ORGANIC,2019-07-20,Add_Flavour,5.0,Not-Activated
14798,2019-07-15,ORGANIC,2019-07-29,Select_Category,14.0,Not-Activated
98631,2019-07-05,ORGANIC,2019-07-16,Add_Flavour,11.0,Not-Activated
98631,2019-07-05,ORGANIC,2019-07-23,Select_Category,18.0,Not-Activated
19512,2019-07-05,PPC,2019-07-09,Add_Flavour,4.0,Not-Activated
19512,2019-07-05,PPC,2019-07-23,Select_Category,18.0,Not-Activated
33257,2019-07-14,PPC,2019-07-27,Add_Flavour,13.0,Not-Activated
33257,2019-07-14,PPC,2019-07-30,Select_Category,16.0,Not-Activated
21893,2019-07-03,EMAIL,2019-07-15,Add_Flavour,12.0,Not-Activated
21893,2019-07-03,EMAIL,2019-07-19,Select_Category,16.0,Not-Activated
45256,2019-07-25,ORGANIC,2019-07-27,Add_Flavour,2.0,Not-Activated
45256,2019-07-25,ORGANIC,2019-08-07,Select_Category,13.0,Not-Activated
69392,2019-07-25,ORGANIC,2019-07-27,Add_Flavour,2.0,Not-Activated
69392,2019-07-25,ORGANIC,2019-07-28,Select_Category,3.0,Not-Activated
2082,2019-07-17,PPC,2019-07-31,Add_Flavour,14.0,Not-Activated
2082,2019-07-17,PPC,2019-08-02,Select_Category,16.0,Not-Activated
25267,2019-07-04,EMAIL,2019-07-17,Add_Flavour,13.0,Not-Activated
25267,2019-07-04,EMAIL,2019-07-23,Select_Category,19.0,Not-Activated
85547,2019-07-27,ORGANIC,2019-07-27,Add_Flavour,0.0,Not-Activated
85547,2019-07-27,ORGANIC,2019-08-02,Select_Category,6.0,Not-Activated
51444,2019-07-06,ORGANIC,2019-07-06,Add_Flavour,0.0,Not-Activated
51444,2019-07-06,ORGANIC,2019-07-11,Select_Category,5.0,Not-Activated
69878,2019-07-12,ORGANIC,2019-07-24,Add_Flavour,12.0,Not-Activated
69878,2019-07-12,ORGANIC,2019-07-28,Select_Category,16.0,Not-Activated
24813,2019-07-20,ORGANIC,2019-07-29,Add_Flavour,9.0,Not-Activated
24813,2019-07-20,ORGANIC,2019-07-30,Select_Category,10.0,Not-Activated
46720,2019-07-02,PPC,2019-07-06,Add_Flavour,4.0,Not-Activated
46720,2019-07-02,PPC,2019-07-17,Select_Category,15.0,Not-Activated
20750,2019-07-11,EMAIL,2019-07-19,Add_Flavour,8.0,Not-Activated
20750,2019-07-11,EMAIL,2019-07-27,Select_Category,16.0,Not-Activated
73858,2019-07-03,ORGANIC,2019-07-03,Add_Flavour,0.0,Not-Activated
73858,2019-07-03,ORGANIC,2019-07-04,Select_Category,1.0,Not-Activated
68300,2019-07-20,ORGANIC,2019-07-23,Add_Flavour,3.0,Not-Activated
68300,2019-07-20,ORGANIC,2019-07-24,Select_Category,4.0,Not-Activated
69928,2019-07-19,ORGANIC,2019-08-04,Add_Flavour,16.0,Not-Activated
69928,2019-07-19,ORGANIC,2019-08-05,Select_Category,17.0,Not-Activated
8672,2019-07-17,PPC,2019-07-19,Add_Flavour,2.0,Not-Activated
8672,2019-07-17,PPC,2019-08-03,Select_Category,17.0,Not-Activated
66635,2019-07-15,ORGANIC,2019-07-19,Add_Flavour,4.0,Not-Activated
66635,2019-07-15,ORGANIC,2019-07-26,Select_Category,11.0,Not-Activated
49866,2019-07-18,EMAIL,2019-08-03,Add_Flavour,16.0,Not-Activated
49866,2019-07-18,EMAIL,2019-08-04,Select_Category,17.0,Not-Activated
29159,2019-07-14,PPC,2019-07-15,Add_Flavour,1.0,Not-Activated
29159,2019-07-14,PPC,2019-07-28,Select_Category,14.0,Not-Activated
90809,2019-07-12,PPC,2019-07-25,Add_Flavour,13.0,Not-Activated
90809,2019-07-12,PPC,2019-07-26,Select_Category,14.0,Not-Activated
74382,2019-07-14,ORGANIC,2019-07-20,Add_Flavour,6.0,Not-Activated
74382,2019-07-14,ORGANIC,2019-07-20,Select_Category,6.0,Not-Activated
99702,2019-07-11,ORGANIC,2019-07-11,Add_Flavour,0.0,Not-Activated
99702,2019-07-11,ORGANIC,2019-07-19,Select_Category,8.0,Not-Activated
30622,2019-07-24,PPC,2019-07-27,Add_Flavour,3.0,Not-Activated
30622,2019-07-24,PPC,2019-08-04,Select_Category,11.0,Not-Activated
58147,2019-07-21,PPC,2019-08-09,Add_Flavour,19.0,Not-Activated
58147,2019-07-21,PPC,2019-08-09,Select_Category,19.0,Not-Activated
92755,2019-07-24,ORGANIC,2019-07-29,Add_Flavour,5.0,Not-Activated
92755,2019-07-24,ORGANIC,2019-07-30,Select_Category,6.0,Not-Activated
36962,2019-07-16,ORGANIC,2019-07-22,Add_Flavour,6.0,Not-Activated
36962,2019-07-16,ORGANIC,2019-08-01,Select_Category,16.0,Not-Activated
24833,2019-07-12,PPC,2019-07-23,Add_Flavour,11.0,Not-Activated
24833,2019-07-12,PPC,2019-07-31,Select_Category,19.0,Not-Activated
51731,2019-07-11,ORGANIC,2019-07-12,Add_Flavour,1.0,Not-Activated
51731,2019-07-11,ORGANIC,2019-07-17,Select_Category,6.0,Not-Activated
81216,2019-07-20,EMAIL,2019-08-08,Add_Flavour,19.0,Not-Activated
81216,2019-07-20,EMAIL,2019-08-08,Select_Category,19.0,Not-Activated
1632,2019-07-24,PPC,2019-07-29,Add_Flavour,5.0,Not-Activated
1632,2019-07-24,PPC,2019-08-03,Select_Category,10.0,Not-Activated
1228,2019-07-20,ORGANIC,2019-08-05,Add_Flavour,16.0,Not-Activated
1228,2019-07-20,ORGANIC,2019-08-06,Select_Category,17.0,Not-Activated
81025,2019-07-21,EMAIL,2019-07-31,Add_Flavour,10.0,Not-Activated
81025,2019-07-21,EMAIL,2019-08-07,Select_Category,17.0,Not-Activated
46591,2019-07-18,ORGANIC,2019-07-20,Add_Flavour,2.0,Not-Activated
46591,2019-07-18,ORGANIC,2019-08-01,Select_Category,14.0,Not-Activated
88507,2019-07-22,ORGANIC,2019-07-22,Add_Flavour,0.0,Not-Activated
88507,2019-07-22,ORGANIC,2019-08-07,Select_Category,16.0,Not-Activated
46407,2019-07-25,PPC,2019-08-03,Add_Flavour,9.0,Not-Activated
46407,2019-07-25,PPC,2019-08-12,Select_Category,18.0,Not-Activated
99661,2019-07-21,PPC,2019-08-06,Add_Flavour,16.0,Not-Activated
99661,2019-07-21,PPC,2019-08-07,Select_Category,17.0,Not-Activated
67780,2019-07-05,ORGANIC,2019-07-22,Add_Flavour,17.0,Not-Activated
67780,2019-07-05,ORGANIC,2019-07-22,Select_Category,17.0,Not-Activated
60164,2019-07-21,ORGANIC,2019-08-06,Add_Flavour,16.0,Not-Activated
60164,2019-07-21,ORGANIC,2019-08-07,Select_Category,17.0,Not-Activated
14199,2019-07-06,ORGANIC,2019-07-08,Add_Flavour,2.0,Not-Activated
14199,2019-07-06,ORGANIC,2019-07-24,Select_Category,18.0,Not-Activated
14852,2019-07-22,PPC,2019-08-05,Add_Flavour,14.0,Not-Activated
14852,2019-07-22,PPC,2019-08-10,Select_Category,19.0,Not-Activated
50966,2019-07-15,ORGANIC,2019-07-21,Add_Flavour,6.0,Not-Activated
50966,2019-07-15,ORGANIC,2019-07-24,Select_Category,9.0,Not-Activated
5961,2019-07-20,ORGANIC,2019-08-06,Add_Flavour,17.0,Not-Activated
5961,2019-07-20,ORGANIC,2019-08-08,Select_Category,19.0,Not-Activated
40395,2019-07-11,PPC,2019-07-30,Add_Flavour,19.0,Not-Activated
40395,2019-07-11,PPC,2019-07-30,Select_Category,19.0,Not-Activated
27580,2019-07-20,ORGANIC,2019-07-22,Add_Flavour,2.0,Not-Activated
27580,2019-07-20,ORGANIC,2019-08-05,Select_Category,16.0,Not-Activated
78530,2019-07-09,ORGANIC,2019-07-20,Add_Flavour,11.0,Not-Activated
78530,2019-07-09,ORGANIC,2019-07-22,Select_Category,13.0,Not-Activated
6276,2019-07-05,ORGANIC,2019-07-20,Add_Flavour,15.0,Not-Activated
6276,2019-07-05,ORGANIC,2019-07-24,Select_Category,19.0,Not-Activated
78334,2019-07-06,ORGANIC,2019-07-10,Add_Flavour,4.0,Not-Activated
78334,2019-07-06,ORGANIC,2019-07-17,Select_Category,11.0,Not-Activated
27947,2019-07-20,ORGANIC,2019-07-22,Add_Flavour,2.0,Not-Activated
27947,2019-07-20,ORGANIC,2019-08-03,Select_Category,14.0,Not-Activated
62766,2019-07-21,PPC,2019-07-25,Add_Flavour,4.0,Not-Activated
62766,2019-07-21,PPC,2019-07-27,Select_Category,6.0,Not-Activated
87939,2019-07-24,ORGANIC,2019-08-03,Add_Flavour,10.0,Not-Activated
87939,2019-07-24,ORGANIC,2019-08-12,Select_Category,19.0,Not-Activated
45413,2019-07-02,ORGANIC,2019-07-21,Add_Flavour,19.0,Not-Activated
45413,2019-07-02,ORGANIC,2019-07-21,Select_Category,19.0,Not-Activated
51948,2019-07-17,ORGANIC,2019-07-24,Add_Flavour,7.0,Activated
51948,2019-07-17,ORGANIC,2019-08-04,Select_Category,18.0,Not-Activated
13804,2019-07-24,PPC,2019-08-01,Add_Flavour,8.0,Not-Activated
13804,2019-07-24,PPC,2019-08-12,Select_Category,19.0,Not-Activated
46096,2019-07-19,PPC,2019-08-02,Add_Flavour,14.0,Not-Activated
46096,2019-07-19,PPC,2019-08-03,Select_Category,15.0,Not-Activated
46691,2019-07-13,PPC,2019-07-14,Add_Flavour,1.0,Not-Activated
46691,2019-07-13,PPC,2019-07-14,Select_Category,1.0,Not-Activated
41911,2019-07-11,PPC,2019-07-24,Add_Flavour,13.0,Not-Activated
41911,2019-07-11,PPC,2019-07-24,Select_Category,13.0,Not-Activated
5083,2019-07-16,ORGANIC,2019-07-23,Add_Flavour,7.0,Activated
5083,2019-07-16,ORGANIC,2019-07-31,Select_Category,15.0,Not-Activated
42375,2019-07-18,ORGANIC,2019-07-26,Add_Flavour,8.0,Not-Activated
42375,2019-07-18,ORGANIC,2019-07-27,Select_Category,9.0,Not-Activated
66466,2019-07-09,EMAIL,2019-07-27,Add_Flavour,18.0,Not-Activated
66466,2019-07-09,EMAIL,2019-07-27,Select_Category,18.0,Not-Activated
83032,2019-07-03,PPC,2019-07-20,Add_Flavour,17.0,Not-Activated
83032,2019-07-03,PPC,2019-07-22,Select_Category,19.0,Not-Activated
23543,2019-07-25,PPC,2019-07-31,Add_Flavour,6.0,Not-Activated
23543,2019-07-25,PPC,2019-08-12,Select_Category,18.0,Not-Activated
84356,2019-07-07,ORGANIC,2019-07-22,Add_Flavour,15.0,Not-Activated
84356,2019-07-07,ORGANIC,2019-07-26,Select_Category,19.0,Not-Activated
68172,2019-07-13,ORGANIC,2019-07-31,Add_Flavour,18.0,Not-Activated
68172,2019-07-13,ORGANIC,2019-08-01,Select_Category,19.0,Not-Activated
87964,2019-07-11,PPC,2019-07-17,Add_Flavour,6.0,Not-Activated
87964,2019-07-11,PPC,2019-07-17,Select_Category,6.0,Not-Activated
17629,2019-07-10,PPC,2019-07-15,Add_Flavour,5.0,Not-Activated
17629,2019-07-10,PPC,2019-07-15,Select_Category,5.0,Not-Activated
27970,2019-07-20,PPC,2019-07-25,Add_Flavour,5.0,Not-Activated
